invoice_id,store_id,customer_id,invoice_date,discount
1001,63,747,4/14/2022,$2.22 
1002,85,1325,8/31/2020,$0.71 
1003,67,1231,5/13/2021,$0.11 
1004,99,946,11/25/2020,$6.74 
1005,26,130,7/25/2021,$9.14 
1006,82,1199,12/21/2020,$0.89 
1007,34,582,5/1/2021,$3.61 
1008,45,1430,2/21/2022,$4.80 
1009,75,797,2/9/2023,$8.51 
1010,59,1185,7/14/2020,$8.99 
1011,45,1472,9/27/2021,$3.49 
1012,12,606,4/4/2022,$0.46 
1013,42,1846,3/10/2021,$9.84 
1014,82,1826,8/24/2020,$0.61 
1015,92,817,7/4/2020,$2.39 
1016,42,1647,10/4/2020,$4.88 
1017,56,1673,7/9/2022,$3.57 
1018,72,707,12/9/2022,$2.50 
1019,11,607,8/15/2022,$1.57 
1020,44,1006,5/4/2022,$3.47 
1021,44,1148,8/8/2022,$2.64 
1022,25,684,12/10/2022,$4.68 
1023,30,352,6/18/2023,$7.62 
1024,78,1369,1/28/2023,$3.49 
1025,87,140,8/27/2021,$4.45 
1026,76,835,6/13/2021,$6.25 
1027,18,1645,2/25/2023,$4.61 
1028,68,1652,11/9/2021,$4.63 
1029,21,375,2/25/2023,$5.32 
1030,89,1482,2/18/2022,$7.97 
1031,27,1499,5/25/2023,$2.17 
1032,88,428,12/21/2020,$7.18 
1033,24,1255,6/7/2022,$8.63 
1034,22,349,3/6/2021,$4.01 
1035,51,847,7/9/2021,$2.67 
1036,87,1685,1/28/2022,$6.69 
1037,42,777,1/6/2022,$6.61 
1038,92,1511,11/11/2020,$2.55 
1039,39,1800,6/28/2023,$9.20 
1040,67,264,5/9/2023,$9.64 
1041,30,238,10/27/2021,$6.09 
1042,51,1761,5/20/2021,$2.51 
1043,50,624,11/29/2021,$3.80 
1044,68,1333,10/26/2020,$2.75 
1045,51,615,7/16/2022,$7.05 
1046,12,868,4/11/2023,$5.36 
1047,33,1579,4/8/2021,$9.74 
1048,54,1594,10/18/2020,$4.50 
1049,56,649,8/30/2020,$4.33 
1050,31,261,4/21/2023,$5.23 
1051,75,412,3/5/2021,$0.57 
1052,19,123,12/1/2021,$9.95 
1053,52,130,10/21/2021,$2.78 
1054,65,1826,11/5/2022,$7.17 
1055,95,1364,2/6/2021,$8.75 
1056,65,1717,5/10/2022,$1.12 
1057,84,661,7/31/2020,$4.87 
1058,55,632,11/8/2021,$5.28 
1059,70,908,7/1/2020,$9.52 
1060,68,1125,5/26/2021,$4.33 
1061,50,856,12/17/2020,$2.48 
1062,17,158,12/8/2021,$4.71 
1063,66,178,10/6/2020,$9.86 
1064,58,407,1/31/2021,$5.38 
1065,90,1393,2/1/2023,$8.76 
1066,38,1769,4/24/2022,$7.35 
1067,31,670,10/3/2020,$7.09 
1068,52,1278,11/7/2020,$0.56 
1069,76,1130,9/28/2021,$8.08 
1070,27,1702,3/2/2022,$7.32 
1071,61,769,8/6/2021,$4.93 
1072,54,1467,11/18/2021,$9.01 
1073,11,971,6/5/2023,$6.68 
1074,50,306,5/8/2023,$7.24 
1075,40,992,6/23/2022,$7.42 
1076,34,789,2/2/2023,$7.62 
1077,70,1494,10/6/2021,$3.54 
1078,16,1379,5/9/2021,$9.34 
1079,71,1102,4/10/2022,$4.15 
1080,30,1128,8/21/2020,$7.35 
1081,63,967,3/23/2021,$9.04 
1082,19,841,6/10/2022,$8.43 
1083,71,130,11/30/2022,$1.13 
1084,93,1629,10/18/2021,$5.79 
1085,82,1023,6/6/2021,$4.77 
