invoice_item_id,invoice_id,product_id,quantity
3001,1514,675,2
3002,672,777,6
3003,1227,322,1
3004,2567,356,6
3005,169,912,1
3006,756,141,3
3007,3133,879,10
3008,2529,935,10
3009,3836,296,9
3010,3610,893,10
3011,4803,52,7
3012,708,786,9
3013,4744,344,1
3014,1994,496,2
3015,769,481,10
3016,1195,883,1
3017,2688,313,6
3018,1575,802,5
3019,2931,689,8
3020,522,517,7
3021,4037,467,8
3022,2024,61,5
3023,3157,180,6
3024,3445,241,6
3025,2615,247,7
3026,467,994,6
3027,4067,85,8
3028,3924,185,9
3029,1221,598,5
3030,4888,426,6
3031,3287,842,3
3032,3696,613,8
3033,2998,804,5
3034,4037,98,10
3035,4940,483,9
3036,2094,53,7
3037,3154,789,7
3038,3560,488,1
3039,1744,943,8
3040,679,69,6
3041,3886,674,4
3042,1300,792,5
3043,3209,294,9
3044,2534,40,8
3045,3044,346,6
3046,2631,867,1
3047,4874,442,10
3048,1020,849,9
3049,512,107,1
3050,4636,55,9
3051,3524,194,9
3052,3171,743,1
3053,3952,188,6
3054,1322,619,8
3055,2688,1000,5
3056,484,156,4
3057,3564,537,6
3058,593,59,6
3059,3797,451,5
3060,2364,367,10
3061,2423,894,5
3062,422,174,4
3063,1612,759,1
3064,2819,377,7
3065,4822,906,6
3066,3898,702,10
3067,2566,741,6
3068,2754,396,5
3069,1925,765,4
3070,4805,281,9
3071,402,818,10
3072,1007,685,5
3073,610,393,8
3074,4977,923,4
3075,1373,52,1
3076,2481,978,10
3077,1605,412,7
3078,3664,497,9
3079,788,18,8
3080,2901,920,8
3081,3102,683,2
3082,2535,708,8
3083,2263,39,7
3084,1437,291,9
3085,3759,259,3
3086,4634,590,4
3087,19,570,3
3088,2532,211,1
3089,4138,408,9
3090,4232,819,5
3091,545,234,2
3092,2135,82,6
3093,1415,252,3
3094,3672,308,3
3095,3930,28,2
3096,2817,483,10
3097,84,108,3
3098,4532,802,8
3099,3658,479,1
3100,1873,615,5
3101,2687,909,7
3102,2588,990,7
3103,3348,595,10
3104,2018,611,2
3105,1045,444,7
3106,228,390,1
3107,1491,490,7
3108,131,232,3
3109,1669,84,5
3110,1319,223,9
3111,2100,397,5
3112,1574,362,3
3113,3737,614,8
3114,3536,412,7
3115,3831,923,8
3116,2395,663,2
3117,2631,488,4
3118,1310,640,6
3119,3048,555,4
3120,3671,552,7
3121,4407,998,4
3122,1093,266,4
3123,2695,542,3
3124,880,394,5
3125,378,671,6
3126,1211,717,1
3127,4968,281,10
3128,1381,44,8
3129,4529,302,4
3130,3061,734,4
3131,4653,234,1
3132,4969,431,8
3133,962,65,4
3134,1986,86,6
3135,1068,680,3
3136,2580,746,10
3137,3426,996,2
3138,2954,88,7
3139,3540,318,4
3140,2236,904,2
3141,3665,725,6
3142,2178,547,4
3143,3816,192,6
3144,526,979,5
3145,1259,523,1
3146,927,399,9
3147,3726,648,8
3148,4461,313,2
3149,1009,960,8
3150,1728,556,10
3151,4531,548,8
3152,1836,726,6
3153,3645,383,6
3154,3580,688,7
3155,4538,613,2
3156,1945,176,8
3157,3511,889,4
3158,4688,105,10
3159,2125,443,6
3160,1626,248,9
3161,1501,648,1
3162,19,192,6
3163,4645,265,4
3164,822,400,10
3165,1083,151,7
3166,3318,341,6
3167,4037,537,10
3168,3615,152,10
3169,3312,113,3
3170,4784,198,5
3171,1560,581,9
3172,3517,862,9
3173,3797,749,2
3174,4165,227,4
3175,705,709,1
3176,4061,696,5
3177,2586,687,1
3178,2187,41,8
3179,3736,414,8
3180,4756,618,8
3181,4060,519,6
3182,3098,909,1
3183,3544,31,7
3184,3021,90,9
3185,813,263,6
3186,3981,709,10
3187,2804,573,6
3188,76,386,10
3189,3717,70,10
3190,819,940,8
3191,2358,717,4
3192,3559,871,7
3193,4362,197,2
3194,174,69,1
3195,464,97,8
3196,3496,18,9
3197,1665,540,10
3198,3786,289,9
3199,4758,216,7
3200,734,841,8
3201,4655,237,3
3202,3745,531,8
3203,1140,178,3
3204,1183,823,10
3205,4313,310,10
3206,236,688,9
3207,69,342,1
3208,1439,617,2
3209,569,720,9
3210,274,190,10
3211,1701,773,8
3212,47,228,5
3213,1644,46,4
3214,3398,536,4
3215,2508,958,4
3216,2064,215,5
3217,3225,505,4
3218,2411,181,5
3219,3791,392,7
3220,1105,705,3
3221,4284,203,2
3222,2271,871,5
3223,2190,624,8
3224,198,430,4
3225,2084,234,10
3226,2035,448,6
3227,2535,850,9
3228,2702,495,6
3229,763,105,2
3230,248,583,7
3231,2702,898,2
3232,2490,855,4
3233,747,887,2
3234,3361,103,3
3235,2873,492,9
3236,4722,244,3
3237,1152,17,7
3238,376,197,7
3239,540,477,7
3240,549,4,1
3241,726,218,4
3242,450,661,7
3243,2981,91,4
3244,936,839,9
3245,1049,117,5
3246,2795,399,2
3247,4765,483,6
3248,3585,240,2
3249,3138,142,3
3250,2715,679,1
3251,3950,886,8
3252,4022,397,6
3253,794,417,2
3254,2081,347,5
3255,3348,107,5
3256,2232,582,6
3257,3941,391,2
3258,2795,949,2
3259,841,439,3
3260,1682,978,9
3261,537,733,9
3262,4974,951,6
3263,926,317,6
3264,1597,73,9
3265,218,97,7
3266,1749,371,5
3267,2899,112,7
3268,4819,298,2
3269,4353,308,8
3270,3564,427,1
3271,916,251,2
3272,2842,755,8
3273,3459,109,8
3274,4468,499,8
3275,721,842,1
3276,3000,467,3
3277,625,721,3
3278,1091,547,10
3279,2993,642,10
3280,4207,962,8
3281,4058,870,9
3282,4707,367,3
3283,721,38,10
3284,4288,762,6
3285,3245,770,9
3286,619,195,8
3287,1459,365,4
3288,2273,123,6
3289,3178,221,4
3290,2456,241,8
3291,1721,868,8
3292,154,611,7
3293,1436,228,3
3294,1218,90,3
3295,2747,459,10
3296,479,168,5
3297,902,461,7
3298,4511,372,10
3299,3723,142,4
3300,610,734,9
3301,2732,482,9
3302,441,272,2
3303,4113,161,7
3304,2131,239,1
3305,2155,846,10
3306,3929,818,7
3307,3401,672,1
3308,1299,493,9
3309,2747,462,5
3310,4060,508,6
3311,3037,928,3
3312,4836,265,8
3313,242,738,8
3314,4851,155,5
3315,4024,937,8
3316,4696,360,5
3317,2815,253,10
3318,4824,148,4
3319,521,105,2
3320,55,326,1
3321,1579,327,6
3322,4626,576,1
3323,2502,181,8
3324,410,832,2
3325,3621,962,8
3326,2794,652,8
3327,1351,801,8
3328,1809,915,8
3329,1208,642,6
3330,2701,267,1
3331,1161,73,1
3332,1613,838,10
3333,4225,11,5
3334,1658,794,1
3335,1777,76,1
3336,399,91,5
3337,1838,239,3
3338,212,257,5
3339,4974,868,1
3340,1090,776,7
3341,1043,148,10
3342,1181,287,1
3343,4173,191,9
3344,1455,241,10
3345,948,961,9
3346,4123,602,1
3347,3049,282,8
3348,2120,154,2
3349,3972,197,10
3350,1608,279,10
3351,2283,596,7
3352,4842,794,4
3353,1591,379,9
3354,2082,692,6
3355,946,899,2
3356,4598,562,1
3357,2409,694,1
3358,2976,705,7
3359,3375,9,4
3360,1717,157,3
3361,776,505,4
3362,475,48,9
3363,4378,788,5
3364,4382,853,4
3365,4061,484,3
3366,4365,352,2
3367,2870,303,4
3368,3481,749,2
3369,2346,693,3
3370,1644,317,6
3371,2718,287,6
3372,4002,161,6
3373,4733,231,8
3374,1686,553,4
3375,4942,957,1
3376,740,215,5
3377,3919,561,3
3378,1385,320,6
3379,3704,261,5
3380,4148,979,10
3381,3831,594,7
3382,311,2,1
3383,734,170,5
3384,2039,184,4
3385,1081,48,7
3386,459,92,8
3387,4880,296,3
3388,3196,210,4
3389,1904,272,3
3390,1051,591,3
3391,1445,538,4
3392,805,313,10
3393,856,435,1
3394,769,187,7
3395,2345,677,2
3396,849,519,7
3397,71,748,3
3398,3781,386,4
3399,2171,166,3
3400,880,797,10
3401,361,913,3
3402,701,504,2
3403,2186,260,10
3404,2540,555,10
3405,1086,231,2
3406,1328,675,1
3407,1809,371,10
3408,2554,270,6
3409,2300,686,9
3410,1094,123,9
3411,4593,71,5
3412,3693,212,6
3413,3853,466,5
3414,1896,55,4
3415,3907,635,8
3416,1569,791,4
3417,2958,418,1
3418,3871,564,1
3419,4856,344,4
3420,2003,475,8
3421,3338,642,9
3422,279,259,1
3423,1857,252,4
3424,3740,503,4
3425,930,549,9
3426,3489,879,8
3427,3189,836,8
3428,1182,146,6
3429,162,721,8
3430,296,755,9
3431,2409,539,1
3432,4226,209,6
3433,746,467,8
3434,189,54,7
3435,2993,572,2
3436,1486,683,4
3437,4214,357,6
3438,4855,398,1
3439,663,178,6
3440,211,104,3
3441,949,699,1
3442,824,469,2
3443,2176,176,9
3444,241,157,8
3445,1633,401,6
3446,3434,829,4
3447,1106,183,3
3448,4190,345,3
3449,4080,95,7
3450,3710,235,10
3451,1562,779,8
3452,30,334,7
3453,953,187,2
3454,396,760,7
3455,2103,528,6
3456,3994,81,9
3457,932,196,1
3458,3042,95,6
3459,1125,841,10
3460,1717,344,8
3461,1231,676,5
3462,3996,707,1
3463,3907,658,2
3464,4171,883,8
3465,1068,355,2
3466,4735,728,8
3467,3030,79,8
3468,4550,745,5
3469,4228,503,6
3470,4596,226,4
3471,1922,744,4
3472,3956,378,8
3473,4011,787,7
3474,3209,508,7
