invoice_item_id,invoice_id,product_id,quantity
10001,4069,248,5
10002,403,61,8
10003,1652,655,3
10004,4249,316,9
10005,3266,270,5
10006,679,23,9
10007,1177,314,3
10008,1753,897,1
10009,1829,938,10
10010,3685,808,7
10011,3329,836,9
10012,1745,641,6
10013,1166,861,1
10014,930,852,7
10015,4290,766,6
10016,4612,833,7
10017,1976,102,1
10018,4581,909,1
10019,3099,801,9
10020,4682,543,5
10021,949,174,6
10022,4174,52,3
10023,2817,700,3
10024,1286,5,2
10025,3315,197,7
10026,4427,532,8
10027,1191,529,6
10028,729,323,10
10029,1387,575,1
10030,4096,675,2
10031,2184,213,2
10032,3194,537,4
10033,2561,643,8
10034,4167,18,4
10035,765,57,9
10036,763,185,10
10037,642,320,2
10038,2347,658,9
10039,3239,267,7
10040,2923,941,8
10041,2819,802,2
10042,3749,753,5
10043,1581,768,5
10044,3275,466,4
10045,2930,232,4
10046,2769,943,4
10047,964,178,8
10048,3351,302,2
10049,4177,671,6
10050,3713,310,6
10051,1477,71,4
10052,3903,981,9
10053,1363,494,2
10054,675,651,2
10055,1249,910,1
10056,2370,941,2
10057,4271,636,4
10058,647,756,5
10059,1634,191,4
10060,1952,984,4
10061,2378,534,9
10062,1600,14,6
10063,2734,310,3
10064,3412,313,10
10065,4363,65,3
10066,2767,717,3
10067,2782,637,4
10068,625,450,5
10069,4250,452,4
10070,431,680,6
10071,2428,144,3
10072,1779,289,3
10073,4178,242,10
10074,1640,2,3
10075,508,96,6
10076,4016,931,1
10077,3298,539,2
10078,2280,639,7
10079,581,861,10
10080,2530,923,6
10081,3121,675,5
10082,4540,229,3
10083,4514,345,6
10084,2884,76,3
10085,2144,216,4
10086,2613,896,10
10087,2096,615,5
10088,510,777,7
10089,1285,179,8
10090,1042,963,1
10091,3269,134,4
10092,2814,564,8
10093,1470,839,10
10094,2297,864,9
10095,2338,420,2
10096,823,54,5
10097,4646,117,10
10098,4914,185,10
10099,2061,376,3
10100,1110,140,6
10101,4434,744,9
10102,2801,565,4
10103,4423,984,3
10104,4616,630,3
10105,766,398,6
10106,4984,999,4
10107,4427,197,4
10108,3139,525,10
10109,2669,471,2
10110,1661,266,2
10111,4869,331,3
10112,4194,217,8
10113,539,304,4
10114,928,163,5
10115,770,977,1
10116,2163,259,3
10117,3778,193,3
10118,3265,749,4
10119,4520,89,10
10120,2512,488,1
10121,1009,738,2
10122,2239,579,1
10123,813,545,10
10124,3838,35,2
10125,4320,569,5
10126,4779,907,2
10127,4573,183,3
10128,4820,997,10
10129,3743,558,4
10130,3508,597,3
10131,3357,674,9
10132,2637,850,8
10133,4211,628,7
10134,321,785,6
10135,4581,425,7
10136,3238,872,9
10137,1820,437,8
10138,4898,618,2
10139,1877,662,4
10140,4034,16,3
10141,4858,847,7
10142,3652,874,4
10143,1288,942,3
10144,1948,513,2
10145,1604,839,3
10146,4187,351,6
10147,4901,387,9
10148,4792,847,1
10149,1154,452,1
10150,3684,223,5
10151,4733,470,8
10152,3772,986,2
10153,927,377,4
10154,2303,511,1
10155,4499,335,3
10156,3949,801,9
10157,3654,559,2
10158,1771,709,3
10159,1618,850,7
10160,360,975,7
10161,2700,913,7
10162,936,426,9
10163,966,506,2
10164,3696,327,2
10165,1743,639,7
10166,4859,737,10
10167,2646,249,8
10168,3716,875,10
10169,1873,770,6
10170,1736,501,7
10171,913,94,2
10172,389,318,5
10173,476,839,10
10174,3172,19,7
10175,1830,332,10
10176,29,193,5
10177,2112,940,10
10178,1779,801,10
10179,4595,605,9
10180,549,47,4
10181,2922,728,4
10182,4836,576,10
10183,2986,315,6
10184,1437,605,7
10185,1888,912,9
10186,2362,162,6
10187,1459,301,5
10188,3699,124,3
10189,2071,38,6
10190,670,610,4
10191,529,209,8
10192,4529,784,8
10193,1203,189,5
10194,4601,311,1
10195,1957,298,6
10196,3386,154,5
10197,2918,83,5
10198,988,983,2
10199,4425,339,5
10200,2492,812,6
10201,2019,824,1
10202,1017,508,9
10203,3074,820,6
10204,3622,185,4
10205,954,654,10
10206,4001,20,6
10207,1403,889,6
10208,175,305,9
10209,1155,178,2
10210,717,474,10
10211,3511,764,1
10212,4188,28,6
10213,463,390,7
10214,3613,307,6
10215,3096,226,6
10216,3577,628,9
10217,1574,849,9
10218,832,644,6
10219,1189,468,4
10220,3500,303,3
10221,1800,469,5
10222,2564,12,1
10223,551,613,1
10224,3779,391,5
10225,209,325,9
10226,1702,968,7
10227,4708,15,2
10228,782,441,9
10229,2552,69,2
10230,1144,132,2
10231,1775,252,1
10232,3287,904,1
10233,309,862,5
10234,4509,782,3
10235,1670,311,3
10236,2933,3,9
10237,2677,228,1
10238,3099,690,8
10239,4739,584,3
10240,2724,551,5
10241,3767,438,1
10242,4855,971,8
10243,592,682,1
10244,1911,284,5
10245,630,863,7
10246,3642,622,3
10247,2822,559,4
10248,2716,555,9
10249,1020,7,10
10250,296,878,6
10251,2771,278,10
10252,3208,769,3
10253,1624,550,6
10254,776,956,7
10255,3331,798,8
10256,4985,185,4
10257,1311,464,5
10258,4752,406,1
10259,1554,561,1
10260,3115,580,3
10261,1008,517,7
10262,1871,974,10
10263,968,394,9
10264,1777,980,8
10265,4877,716,3
10266,1524,968,3
10267,3163,287,8
10268,1777,871,5
10269,2445,388,10
10270,3577,767,2
10271,2739,392,2
10272,4502,768,3
10273,3122,608,2
10274,99,288,6
10275,4374,322,1
10276,327,899,8
10277,4253,96,2
10278,178,268,10
10279,4830,84,6
10280,4368,607,9
10281,2841,838,4
10282,340,437,4
10283,3369,796,9
10284,860,111,6
10285,3005,412,9
10286,135,582,9
10287,1167,735,1
10288,398,56,2
10289,2103,962,9
10290,4929,713,4
10291,1528,523,6
10292,4434,569,4
10293,1252,990,2
10294,3308,687,6
10295,3044,191,6
10296,595,378,10
10297,354,303,5
10298,2282,518,2
10299,1181,365,6
10300,3557,284,4
10301,1129,236,2
10302,1926,895,9
10303,1977,753,1
10304,1845,335,2
10305,3040,499,10
10306,1316,815,8
10307,681,363,7
10308,717,548,3
10309,385,559,9
10310,2293,480,4
10311,1270,23,10
10312,3664,716,2
10313,4451,317,1
10314,2675,528,5
10315,563,284,5
10316,2542,265,2
10317,1958,988,4
10318,2512,285,10
10319,4240,896,2
10320,1998,518,10
10321,3754,122,1
10322,3858,456,9
10323,3485,69,10
10324,3228,684,10
10325,4752,929,8
10326,3314,156,1
10327,3399,526,8
10328,1545,229,2
10329,3858,101,6
10330,593,252,1
10331,2537,703,5
10332,1387,764,4
10333,2623,870,4
10334,3115,383,6
10335,2332,786,7
10336,4594,954,9
10337,2502,298,7
10338,444,953,2
10339,3538,542,2
10340,2808,825,1
10341,3744,654,7
10342,2679,348,3
10343,3640,547,10
10344,679,927,8
10345,3988,685,8
10346,4892,432,9
10347,56,202,8
10348,3387,685,7
10349,2015,965,6
10350,665,176,3
10351,4850,929,1
10352,2737,995,1
10353,4507,13,4
10354,142,39,10
10355,10,387,10
10356,4361,85,4
10357,3601,240,2
10358,4294,883,1
10359,2981,373,6
10360,2631,716,5
10361,596,271,10
10362,2674,497,1
10363,814,730,3
10364,3890,948,7
10365,27,744,10
10366,3622,667,5
10367,3127,443,5
10368,2574,673,4
10369,4936,795,1
10370,3162,94,10
10371,4898,848,3
10372,2130,394,9
10373,2680,51,7
10374,3160,755,10
10375,2374,421,5
10376,3962,417,9
10377,2499,254,5
10378,2553,291,2
10379,4975,944,7
10380,2865,248,6
10381,2532,916,9
10382,338,159,2
10383,3708,353,3
10384,3450,884,4
10385,3142,422,9
10386,4791,550,9
10387,4446,360,2
10388,2857,205,3
10389,727,823,6
10390,4381,106,1
10391,2292,426,3
10392,4590,63,7
10393,2155,603,5
10394,1522,468,9
10395,4660,621,7
10396,1519,989,5
10397,2254,824,9
10398,4816,599,10
10399,3297,119,6
10400,4983,43,10
10401,3363,911,1
10402,430,923,4
10403,1921,833,5
10404,95,248,8
10405,2247,982,7
10406,3886,312,9
10407,1646,199,7
10408,3106,361,4
10409,801,866,1
10410,3119,286,4
10411,3469,921,5
10412,3908,994,4
10413,2022,354,6
10414,4468,144,4
10415,3778,913,5
10416,3041,149,4
10417,2448,42,10
10418,4191,250,5
10419,2336,803,4
10420,696,955,6
10421,677,281,8
10422,2616,967,9
10423,729,644,7
10424,4526,902,5
10425,19,301,1
10426,637,632,2
10427,2595,718,3
10428,3379,648,3
10429,3482,688,9
10430,4199,993,7
10431,1528,568,3
10432,2012,855,10
10433,4130,772,5
10434,3777,510,10
10435,4995,453,1
10436,397,873,5
10437,2401,122,8
10438,4278,424,2
10439,1180,394,3
10440,4247,756,7
10441,3579,912,2
10442,2812,113,3
10443,1935,521,4
10444,2793,590,10
10445,2820,890,4
10446,414,573,2
10447,4202,516,1
10448,4287,989,9
10449,3182,137,6
10450,4699,697,3
10451,2795,177,8
10452,803,793,7
10453,3520,348,7
10454,3397,268,6
10455,3848,511,5
10456,682,578,2
10457,653,170,2
10458,1991,297,8
10459,2989,378,1
10460,1048,545,1
10461,4794,442,2
10462,1309,477,10
10463,1493,94,4
10464,57,746,3
10465,279,147,9
10466,3859,977,4
10467,220,607,6
10468,3247,647,2
10469,1287,625,4
10470,4757,914,3
10471,355,883,6
10472,1380,718,10
10473,2728,648,10
10474,467,565,9
10475,801,105,2
10476,2638,895,7
10477,3246,947,8
10478,3370,380,10
10479,1215,376,6
10480,3070,1000,5
10481,2969,857,7
10482,4370,890,2
10483,1373,269,10
10484,1342,427,8
10485,2854,719,8
10486,4572,590,3
10487,230,435,4
10488,1636,25,9
10489,4763,346,8
10490,4825,941,4
10491,4906,850,1
10492,4360,134,1
10493,3903,529,2
10494,1713,559,7
10495,4462,878,8
10496,162,301,7
10497,4780,928,5
10498,226,849,2
10499,3799,292,10
10500,3129,512,10
10501,3193,632,5
10502,1164,754,6
10503,2444,607,5
10504,2888,606,8
10505,3963,31,9
10506,528,276,3
10507,109,994,9
10508,750,228,8
10509,4493,802,10
10510,2233,226,8
10511,674,342,10
10512,2083,776,6
10513,2810,858,4
10514,1058,926,9
10515,1684,935,4
10516,2507,506,2
10517,2263,579,9
10518,3835,222,6
10519,378,81,8
10520,1229,536,6
10521,2891,346,8
10522,2526,434,4
10523,1818,819,8
10524,4744,643,1
10525,3461,164,6
10526,1559,372,2
10527,3014,8,9
10528,3969,263,3
10529,152,528,8
10530,1947,616,3
10531,88,290,1
10532,236,823,10
10533,1752,144,1
10534,4307,112,10
10535,2550,50,1
10536,267,284,10
10537,4179,411,6
10538,1375,735,1
10539,1348,662,6
10540,2088,984,5
10541,32,366,6
10542,3105,137,8
10543,3539,298,3
10544,1786,178,5
10545,3845,989,8
10546,1298,245,6
10547,809,318,9
10548,4682,398,4
10549,1785,353,6
10550,3025,916,8
10551,3372,123,3
10552,2169,803,6
10553,716,439,1
10554,2828,205,7
10555,1594,256,2
10556,1645,174,4
10557,1068,729,8
10558,337,103,7
10559,4767,848,4
10560,206,366,4
10561,2013,252,9
10562,2504,355,5
10563,2156,690,7
10564,4408,888,3
10565,3777,142,6
10566,1138,4,9
10567,4667,637,5
10568,2080,849,9
10569,205,268,1
10570,464,389,6
10571,830,848,7
10572,2147,517,7
10573,36,218,2
10574,3237,971,6
10575,3558,360,8
10576,3897,828,5
10577,1932,868,10
10578,1381,807,10
10579,4808,832,10
10580,4079,733,9
10581,2832,899,9
10582,67,884,9
10583,3553,837,8
10584,4219,45,2
10585,3117,167,1
10586,905,149,4
10587,4843,843,8
10588,2608,225,7
10589,588,711,4
10590,2718,500,5
10591,3288,349,2
10592,2212,590,6
10593,4877,608,4
10594,1025,724,1
10595,3337,898,6
10596,3591,149,10
10597,876,543,1
10598,601,86,9
10599,964,808,7
10600,3861,417,8
10601,3899,789,6
10602,1077,357,6
10603,3879,219,5
10604,2307,779,8
10605,372,619,5
10606,3974,797,10
10607,3445,624,10
10608,383,998,6
10609,4856,908,7
10610,4841,950,7
10611,4103,789,8
10612,1600,426,3
10613,486,520,6
10614,1874,183,9
10615,2293,179,1
10616,1837,895,10
10617,4710,59,2
10618,2543,69,10
10619,3476,890,8
10620,1776,261,8
10621,4861,403,3
10622,65,313,3
10623,3295,578,8
10624,1815,118,3
10625,653,264,1
10626,1814,642,5
10627,4418,85,9
10628,654,367,3
10629,1295,781,3
10630,3581,680,2
10631,3103,928,10
10632,2626,150,5
10633,634,589,6
10634,1873,44,1
10635,892,223,5
10636,3560,436,5
10637,2422,373,5
10638,2688,518,2
10639,1713,971,1
10640,3354,221,4
10641,4324,136,5
10642,4627,659,4
10643,3315,609,1
10644,3836,943,2
10645,387,171,3
10646,3692,872,7
10647,689,8,3
10648,4389,281,7
10649,2996,250,5
10650,1071,389,2
10651,1951,277,7
10652,26,595,6
10653,1248,712,9
10654,3840,580,5
10655,3086,920,5
10656,1055,867,9
10657,4284,267,10
10658,4358,433,7
10659,1443,162,2
10660,3939,382,6
10661,1400,436,3
10662,1013,684,5
10663,2804,856,7
10664,166,885,5
10665,4841,283,7
10666,2050,11,2
10667,4489,106,1
10668,306,149,1
10669,3077,967,7
10670,3301,983,2
10671,916,589,3
10672,3896,7,5
10673,3165,165,4
10674,811,744,2
10675,2295,916,8
10676,129,774,2
10677,3964,534,1
10678,2988,263,1
10679,1912,380,8
10680,1841,246,3
10681,1605,383,6
10682,995,173,3
10683,3801,250,5
10684,1129,802,9
10685,1673,409,9
10686,2635,521,3
10687,4397,556,10
10688,4753,812,3
10689,1020,696,3
10690,1101,53,5
10691,2593,325,10
10692,3430,373,3
10693,2905,459,5
10694,2834,534,7
10695,4904,679,4
10696,1045,644,5
10697,3932,471,9
10698,3844,347,4
10699,330,966,8
10700,3595,287,4
10701,2582,551,9
10702,3289,30,3
10703,3533,289,10
10704,50,608,1
10705,834,437,7
10706,4238,68,3
10707,1826,765,3
10708,4726,629,5
10709,1860,487,10
10710,2191,954,1
10711,3030,609,10
10712,4383,389,7
10713,1346,657,6
10714,59,388,2
10715,432,96,7
10716,4374,346,7
10717,1947,870,4
10718,1947,130,5
10719,3312,164,3
10720,2009,201,1
10721,2018,474,7
10722,4929,494,5
10723,4062,733,6
10724,3316,681,6
10725,2049,880,1
10726,762,254,9
10727,2029,523,9
10728,4903,606,7
10729,383,764,6
10730,140,40,9
10731,2216,699,2
10732,4702,135,9
10733,4062,288,9
10734,4584,388,9
10735,4244,834,3
10736,2101,340,3
10737,2724,449,9
10738,2475,687,8
10739,3149,918,4
10740,1599,718,8
10741,2017,518,4
10742,4602,653,6
10743,3905,351,4
10744,2254,737,8
10745,2893,996,2
10746,1163,866,2
10747,641,323,2
10748,3125,817,4
10749,4530,189,4
10750,2031,535,3
10751,524,711,10
10752,2406,593,6
10753,1083,549,6
10754,591,396,5
10755,848,89,7
10756,436,106,6
10757,4685,992,10
10758,3315,412,8
10759,1972,174,3
10760,4670,566,5
10761,4339,899,9
10762,2148,492,1
10763,937,973,5
10764,2851,814,9
10765,1754,890,3
10766,2521,165,5
10767,4068,713,6
10768,955,265,4
10769,1839,453,4
10770,1862,199,2
10771,2327,36,8
10772,1367,464,3
10773,4715,321,6
10774,233,24,1
10775,2471,256,1
10776,418,517,10
10777,98,200,1
10778,864,340,8
10779,1625,400,10
10780,2023,593,10
10781,3431,550,5
10782,4707,140,9
10783,4498,74,5
10784,1491,348,10
10785,326,722,9
10786,544,678,6
10787,436,273,4
10788,3434,961,1
10789,2478,995,5
10790,4611,832,10
10791,1470,461,6
10792,2985,995,8
10793,288,547,3
10794,3467,474,3
10795,3632,624,7
10796,3780,691,4
10797,3104,959,5
10798,651,525,2
10799,4196,265,10
10800,220,228,9
10801,2607,296,1
10802,2660,419,5
10803,1300,282,3
10804,2723,483,4
10805,769,772,5
10806,2971,286,6
10807,864,959,4
10808,4908,365,4
10809,3694,599,6
10810,1798,908,2
10811,3038,84,2
10812,4953,626,2
10813,2853,178,9
10814,1034,313,10
10815,1980,886,10
10816,329,717,8
10817,276,629,10
10818,324,711,6
10819,1278,335,10
10820,3008,255,8
10821,602,105,3
10822,3806,629,6
10823,1392,93,4
10824,2890,302,8
10825,3852,222,6
10826,1490,767,10
10827,3128,684,4
10828,4881,586,9
10829,409,939,9
