invoice_item_id,invoice_id,product_id,quantity
6001,117,122,8
6002,615,137,8
6003,1420,487,5
6004,3591,465,1
6005,1183,153,9
6006,1891,417,9
6007,555,691,4
6008,347,203,1
6009,4775,114,9
6010,4641,199,10
6011,3084,480,10
6012,3241,408,7
6013,1734,620,9
6014,1926,34,5
6015,3960,603,5
6016,1917,558,4
6017,1586,97,7
6018,4486,273,3
6019,1216,732,7
6020,3176,686,5
6021,2393,783,4
6022,4286,119,8
6023,3387,852,9
6024,1100,520,6
6025,3038,32,9
6026,1302,411,7
6027,2637,838,7
6028,1587,328,5
6029,2590,84,4
6030,2061,83,10
6031,1553,537,6
6032,3334,584,5
6033,2261,530,8
6034,2731,265,9
6035,2170,627,9
6036,3745,591,8
6037,4232,524,7
6038,2853,860,3
6039,2775,233,9
6040,3757,326,2
6041,1786,46,10
6042,4821,925,3
6043,2901,227,2
6044,2264,585,3
6045,1334,657,7
6046,4473,534,9
6047,3305,601,6
6048,4647,43,3
6049,4066,332,9
6050,3293,940,1
6051,3427,163,10
6052,1586,386,6
6053,2555,298,6
6054,2335,836,1
6055,1744,315,7
6056,995,768,4
6057,1911,242,10
6058,690,605,7
6059,54,2,5
6060,4720,575,3
6061,4317,471,4
6062,4065,114,5
6063,1950,536,2
6064,1872,463,6
6065,3107,910,8
6066,1020,665,3
6067,2784,913,7
6068,4438,323,4
6069,3667,373,10
6070,1705,606,7
6071,3797,779,3
6072,3965,241,7
6073,1862,621,4
6074,507,492,4
6075,1884,788,1
6076,456,830,6
6077,4576,235,2
6078,1191,918,7
6079,3654,445,6
6080,4284,941,2
6081,4199,230,1
6082,297,851,5
6083,3152,516,4
6084,197,150,4
6085,3810,874,1
6086,4107,249,1
6087,832,594,5
6088,2071,176,1
6089,4854,212,2
6090,123,283,2
6091,102,193,7
6092,3569,678,3
6093,3235,304,4
6094,1286,108,1
6095,3309,775,10
6096,583,50,2
6097,2451,80,10
6098,3025,833,2
6099,4489,347,7
6100,4127,788,7
6101,3376,587,1
6102,2070,429,2
6103,2658,133,6
6104,2302,151,9
6105,2235,361,7
6106,2572,12,3
6107,1568,686,6
6108,3951,271,1
6109,2601,21,8
6110,2589,383,5
6111,4894,620,2
6112,2461,772,10
6113,4925,851,4
6114,34,507,5
6115,2925,534,3
6116,3620,656,2
6117,4663,250,2
6118,2419,66,3
6119,3525,667,5
6120,3212,845,3
6121,2202,485,10
6122,4193,958,6
6123,2279,938,10
6124,1776,605,4
6125,664,152,4
6126,2825,774,1
6127,4877,196,7
6128,1213,860,2
6129,4584,923,4
6130,3039,320,5
6131,4272,785,5
6132,1025,460,1
6133,1823,996,7
6134,4664,487,9
6135,2501,293,5
6136,3596,344,3
6137,1360,437,7
6138,2029,387,8
6139,3666,534,2
6140,3524,280,10
6141,4206,733,7
6142,4870,141,9
6143,3833,889,5
6144,340,546,4
6145,698,460,8
6146,3556,485,3
6147,3957,593,8
6148,1504,249,1
6149,4555,269,5
6150,2700,375,1
6151,3409,837,10
6152,4025,944,9
6153,287,262,4
6154,2286,842,5
6155,2577,893,10
6156,3921,573,6
6157,3119,323,9
6158,2257,751,10
6159,4154,758,10
6160,1881,822,3
6161,3991,349,5
6162,1873,750,1
6163,2467,229,6
6164,2105,687,2
6165,4987,500,10
6166,3595,207,4
6167,2549,901,9
6168,4000,481,5
6169,1600,253,7
6170,1268,887,2
6171,4351,402,7
6172,2428,959,6
6173,4072,88,10
6174,3089,625,7
6175,1305,19,5
6176,2008,94,4
6177,445,942,6
6178,935,839,6
6179,7,294,7
6180,3172,727,10
6181,353,217,1
6182,3860,988,7
6183,2634,220,4
6184,465,295,10
6185,1279,383,1
6186,3409,254,8
6187,2686,910,4
6188,2289,558,2
6189,3671,875,7
6190,4624,135,10
6191,49,966,1
6192,813,211,10
6193,2488,83,10
6194,178,862,4
6195,1466,211,4
6196,1059,609,10
6197,2089,533,8
6198,4739,420,2
6199,1596,446,2
6200,522,497,6
6201,1687,796,1
6202,2013,547,9
6203,2925,664,10
6204,1550,441,8
6205,2313,224,10
6206,923,872,7
6207,3401,365,10
6208,4302,892,9
6209,1167,537,10
6210,3889,595,4
6211,2528,252,4
6212,775,781,10
6213,1682,454,10
6214,374,970,2
6215,3669,911,5
6216,1928,105,8
6217,1774,802,3
6218,4602,218,8
6219,3504,455,2
6220,2008,367,3
6221,3986,902,7
6222,2122,786,9
6223,4657,440,7
6224,4072,625,2
6225,4393,46,6
6226,229,518,4
6227,2170,438,2
6228,4329,193,4
6229,1455,11,4
6230,4397,225,6
6231,4445,330,3
6232,796,648,9
6233,1670,921,2
6234,3342,557,10
6235,1762,686,8
6236,4684,661,7
6237,233,21,8
6238,4809,634,1
6239,3533,95,1
6240,4473,855,7
6241,4495,767,1
6242,4950,328,1
6243,4242,692,3
6244,2546,889,7
