invoice_item_id,invoice_id,product_id,quantity
22001,3658,687,4
22002,383,923,3
22003,259,508,6
22004,4172,920,3
22005,1394,700,5
22006,708,590,10
22007,4151,10,1
22008,497,298,2
22009,4535,316,6
22010,3685,175,5
22011,154,491,6
22012,304,28,8
22013,3068,63,2
22014,4392,780,8
22015,1584,919,6
22016,433,403,9
22017,3221,977,6
22018,361,199,8
22019,786,26,10
22020,977,687,9
22021,1468,65,3
22022,4863,949,7
22023,1213,212,5
22024,1347,252,6
22025,4651,717,1
22026,2178,631,2
22027,4284,983,9
22028,1951,883,3
22029,2787,342,1
22030,2054,394,3
22031,398,411,5
22032,1804,54,10
22033,2956,29,7
22034,2293,688,7
22035,4643,99,7
22036,2560,296,3
22037,339,145,3
22038,3848,858,7
22039,3653,58,3
22040,1383,131,3
22041,1241,217,10
22042,4237,530,5
22043,468,766,4
22044,3120,70,8
22045,2181,89,1
22046,1276,883,4
22047,1895,982,1
22048,3531,597,8
22049,3092,157,5
22050,3221,918,2
22051,3153,120,3
22052,3794,133,6
22053,4347,501,6
22054,318,554,6
22055,2355,48,6
22056,1732,959,8
22057,4572,847,5
22058,1217,864,5
22059,1189,147,5
22060,1868,568,1
22061,4554,114,2
22062,2807,281,1
22063,3214,608,3
22064,2379,758,10
22065,2148,622,4
22066,4693,321,5
22067,3114,134,10
22068,4129,736,5
22069,3408,884,5
22070,3947,357,8
22071,821,157,1
22072,387,264,6
22073,3081,658,5
22074,1582,423,5
22075,3217,672,10
22076,4841,892,8
22077,2538,693,1
22078,313,269,2
22079,4834,219,8
22080,2129,81,9
22081,2671,528,10
22082,160,989,8
22083,2960,302,7
22084,499,378,10
22085,3709,410,7
22086,3250,120,10
22087,4905,263,10
22088,2799,47,10
22089,990,168,6
22090,4748,261,7
22091,4803,809,1
22092,3789,688,4
22093,4181,319,8
22094,2009,43,3
22095,1764,90,6
22096,799,58,5
22097,4294,26,7
22098,3974,499,8
22099,3274,860,3
22100,969,386,7
22101,158,830,1
22102,4056,396,2
22103,3464,797,5
22104,1348,474,4
22105,10,641,2
22106,246,901,9
22107,4661,583,9
22108,3495,284,8
22109,2074,300,10
22110,636,695,6
22111,781,223,1
22112,2455,732,5
22113,4654,419,9
22114,1917,369,2
22115,2027,220,9
22116,4251,417,9
22117,4534,504,7
22118,1430,366,1
22119,39,258,4
22120,1017,996,10
22121,2058,489,6
22122,4299,966,5
22123,2945,40,7
22124,2745,828,2
22125,4610,130,7
22126,132,673,10
22127,1858,154,10
22128,2312,508,1
22129,1863,551,9
22130,1687,982,5
22131,596,198,2
22132,2898,556,3
22133,3618,471,8
22134,1822,140,10
22135,4795,546,9
22136,4656,839,3
22137,2795,504,9
22138,882,683,10
22139,1347,912,8
22140,1721,789,8
22141,3399,852,8
22142,4251,444,2
22143,2847,490,10
22144,3343,635,3
22145,949,563,5
22146,2776,546,10
22147,1954,973,6
22148,18,373,3
22149,1295,697,7
22150,2201,537,4
22151,3899,738,5
22152,874,855,7
22153,1555,79,9
22154,453,154,5
22155,3056,259,4
22156,1855,799,8
22157,1725,459,4
22158,1863,787,2
22159,3800,852,10
22160,4089,183,6
22161,3296,378,5
22162,3438,745,2
22163,2327,889,4
22164,3642,322,7
22165,399,406,9
22166,4604,793,5
22167,2106,793,2
22168,766,198,6
22169,1349,884,8
22170,1371,276,2
22171,2417,459,1
22172,4482,532,7
22173,4054,229,1
22174,2066,810,7
22175,3796,921,10
22176,3162,574,4
22177,263,919,5
22178,2921,719,10
22179,1692,666,3
22180,4717,87,9
22181,4968,333,5
22182,4661,17,6
22183,4982,765,5
22184,2184,63,9
22185,4815,113,8
22186,1877,733,1
22187,4554,929,10
22188,1585,556,9
22189,3642,245,6
22190,2780,3,2
22191,1682,720,10
22192,4578,238,9
22193,1865,903,4
22194,1225,796,6
22195,3048,322,1
22196,1584,277,4
22197,540,223,6
22198,3406,715,2
22199,1339,924,10
22200,715,68,8
22201,4531,921,2
22202,2960,45,5
22203,3686,776,9
22204,12,833,10
22205,4713,466,9
22206,1447,138,9
22207,3501,801,8
22208,645,257,3
22209,903,200,4
22210,3646,979,4
22211,3255,788,6
22212,271,666,4
22213,4949,834,10
22214,3161,641,1
22215,4504,924,2
22216,454,38,3
22217,2314,687,9
22218,556,161,4
22219,3312,879,4
22220,4048,977,2
22221,1104,922,2
22222,1357,595,10
22223,1571,816,9
22224,4755,464,5
22225,3630,792,3
22226,4258,730,3
22227,2770,253,7
22228,257,701,6
22229,1413,167,1
22230,3533,388,10
22231,3747,664,4
22232,4424,465,1
22233,1330,724,1
22234,4748,65,6
22235,781,850,5
22236,109,351,5
22237,376,444,7
22238,1901,798,5
22239,2127,145,4
22240,4815,901,1
22241,932,152,9
22242,3928,301,6
22243,3588,410,5
22244,4998,204,6
22245,1358,440,8
22246,1755,507,10
22247,3132,366,6
22248,2341,945,5
22249,269,844,4
22250,783,837,1
22251,2716,747,4
22252,2127,371,5
22253,4720,776,4
22254,1790,541,10
