invoice_item_id,invoice_id,product_id,quantity
13001,4747,629,7
13002,2892,420,8
13003,4313,719,2
13004,450,338,1
13005,3277,938,4
13006,4679,134,10
13007,930,391,2
13008,2442,288,4
13009,4459,826,10
13010,4419,43,3
13011,677,478,6
13012,1268,203,6
13013,1111,590,4
13014,2602,447,6
13015,3924,529,8
13016,2102,672,6
13017,916,587,2
13018,1480,910,7
13019,4860,960,7
13020,4492,73,10
13021,2891,274,2
13022,2715,581,10
13023,2755,396,4
13024,2968,950,9
13025,4026,612,10
13026,4188,126,2
13027,2757,875,3
13028,4974,534,6
13029,466,195,3
13030,1015,559,8
13031,3070,909,10
13032,4920,862,1
13033,760,964,7
13034,77,157,5
13035,2934,510,4
13036,192,800,6
13037,594,245,1
13038,2402,198,7
13039,3210,590,6
13040,3739,950,6
13041,700,666,2
13042,3815,945,3
13043,514,650,8
13044,94,627,3
13045,4397,538,9
13046,4671,215,6
13047,4296,393,6
13048,1082,795,1
13049,3908,936,9
13050,1326,104,3
13051,3627,356,8
13052,3282,490,3
13053,4902,894,4
13054,4753,394,7
13055,495,647,4
13056,2400,964,3
13057,3443,526,8
13058,3024,100,9
13059,2722,437,6
13060,46,175,8
13061,3556,435,10
13062,4740,712,5
13063,3090,718,9
13064,3775,766,6
13065,859,176,9
13066,2227,615,4
13067,476,184,6
13068,2361,304,1
13069,2281,459,5
13070,3038,450,3
13071,4128,899,10
13072,3548,978,5
13073,4469,283,9
13074,4924,872,10
13075,4350,921,8
13076,500,57,8
13077,782,544,2
13078,4001,275,2
13079,1935,59,5
13080,1816,926,4
13081,3835,343,8
13082,4480,126,10
13083,4009,698,1
13084,2116,660,4
13085,1676,501,4
13086,1499,579,1
13087,831,275,8
13088,2847,420,1
13089,4979,799,10
13090,447,872,5
13091,2743,140,9
13092,107,414,4
13093,3765,909,5
13094,956,654,7
13095,767,626,5
13096,3637,442,6
13097,504,9,4
13098,3647,30,2
13099,3723,881,8
13100,4968,419,5
13101,574,705,6
13102,3071,808,9
13103,3325,350,5
13104,2937,668,5
13105,3387,588,3
13106,2014,806,8
13107,4529,581,3
13108,4094,536,1
13109,4118,515,6
13110,1334,573,10
13111,1183,445,4
13112,2510,57,7
13113,1668,550,5
13114,3223,727,5
13115,4314,13,9
13116,1092,538,5
13117,759,95,3
13118,4801,634,4
13119,1167,116,7
13120,4118,482,6
13121,3937,218,9
13122,1427,110,5
13123,1364,980,1
13124,4339,301,1
13125,4744,290,9
13126,4655,320,8
13127,2716,823,1
13128,4318,545,4
13129,3872,409,7
13130,1515,229,4
13131,4827,944,2
13132,4094,36,5
13133,4897,429,4
13134,1231,983,5
13135,4175,891,3
13136,658,52,9
13137,4802,622,5
13138,1409,55,10
13139,3806,378,4
13140,2648,996,10
13141,4241,226,5
13142,4444,405,1
13143,4786,848,9
13144,4235,182,6
13145,1337,139,7
13146,2427,345,3
13147,3642,226,7
13148,4323,947,9
13149,723,707,3
13150,3968,31,7
13151,1547,8,4
13152,422,33,1
13153,4250,858,7
