invoice_item_id,invoice_id,product_id,quantity
17001,119,61,10
17002,277,897,6
17003,3744,864,10
17004,4168,293,7
17005,1701,191,4
17006,981,490,8
17007,2617,539,7
17008,1185,328,9
17009,3579,329,1
17010,2935,786,9
17011,3548,136,8
17012,4180,690,1
17013,1934,276,4
17014,1061,411,1
17015,2666,34,6
17016,4848,276,2
17017,717,427,2
17018,1368,705,6
17019,4114,422,5
17020,4124,429,9
17021,476,946,5
17022,3631,949,1
17023,3311,293,2
17024,2035,884,8
17025,736,185,6
17026,3070,417,10
17027,1443,493,5
17028,2577,357,2
17029,4924,842,5
17030,2123,538,7
17031,4970,675,1
17032,1170,456,3
17033,908,85,2
17034,3721,794,2
17035,1377,473,2
17036,4698,948,9
17037,1300,496,6
17038,730,531,8
17039,1405,289,6
17040,3399,935,10
17041,3499,3,7
17042,4284,92,2
17043,4971,419,8
17044,167,279,5
17045,1245,448,10
17046,4687,100,3
17047,3656,928,9
17048,1447,41,6
17049,4807,311,4
17050,1998,90,9
17051,3341,193,1
17052,22,971,2
17053,1259,853,6
17054,2058,5,7
17055,2460,126,7
17056,2121,813,3
17057,1129,78,5
17058,3128,931,2
17059,2629,358,5
17060,2670,193,6
17061,1105,956,3
17062,1090,814,1
17063,4577,141,9
17064,4315,650,6
17065,2983,153,4
17066,2103,990,6
17067,269,770,8
17068,206,280,8
17069,4576,158,4
17070,112,866,6
17071,4490,715,3
17072,694,589,8
17073,4457,165,9
17074,2189,153,8
17075,451,280,2
17076,173,813,7
17077,593,991,2
17078,4639,428,2
17079,4721,884,7
17080,2885,449,7
17081,4096,407,8
17082,3623,377,5
17083,3048,356,6
17084,2832,151,7
17085,881,98,3
17086,39,182,3
17087,115,167,7
17088,1750,36,5
17089,3792,710,4
17090,3446,539,3
17091,4370,488,10
17092,1545,533,7
17093,2412,467,3
17094,4287,207,8
17095,4089,779,2
17096,4423,732,1
17097,4460,604,4
17098,200,854,5
17099,2428,64,8
17100,114,731,7
17101,3971,632,7
17102,2909,301,2
17103,4734,421,1
17104,3469,22,1
17105,2552,563,1
17106,2580,274,1
17107,734,657,5
17108,1425,799,4
17109,2290,469,3
17110,2937,310,1
17111,3232,488,2
17112,4340,206,8
17113,1033,688,6
17114,655,539,5
17115,2243,546,2
17116,2573,295,4
17117,4176,669,1
17118,3160,263,7
17119,4766,628,10
17120,2350,824,5
17121,4622,768,8
17122,4846,697,4
17123,3649,697,10
17124,618,434,6
17125,4112,262,6
17126,1569,282,10
17127,2751,762,8
17128,3217,731,7
17129,2461,514,8
17130,2280,636,8
17131,2784,956,10
17132,1682,427,1
17133,4176,921,6
17134,1293,621,6
17135,2669,172,9
17136,658,868,3
17137,3253,50,3
17138,4251,489,6
17139,4403,95,1
17140,4960,892,4
17141,4481,621,4
17142,3371,1,8
17143,2360,884,9
17144,4540,352,5
17145,2974,491,9
17146,785,200,6
17147,2905,88,8
17148,1332,175,7
17149,4552,298,5
17150,3293,986,6
17151,2576,695,10
17152,2553,162,10
17153,2964,742,7
17154,3175,672,8
17155,3254,443,6
17156,3071,835,6
17157,2269,210,4
17158,1984,158,10
17159,285,134,6
17160,4014,498,5
17161,446,425,2
17162,4482,402,9
17163,4262,249,8
17164,1480,432,8
17165,4780,688,4
17166,9,325,7
17167,1398,66,1
17168,2698,13,6
17169,545,679,9
17170,1832,670,7
17171,4632,336,7
17172,1992,767,10
17173,4306,80,5
17174,192,35,10
17175,3042,696,4
17176,2807,3,5
17177,1992,248,8
17178,4294,392,6
17179,4927,848,1
17180,930,749,6
17181,4475,812,7
17182,2106,85,8
17183,1823,658,10
17184,2519,180,7
17185,3654,420,6
17186,666,433,8
17187,2715,829,9
17188,52,924,2
17189,2187,701,4
17190,4302,559,7
17191,2221,783,1
17192,3362,685,7
17193,4412,892,9
17194,194,670,5
17195,3947,749,9
17196,113,501,10
17197,2976,533,10
17198,4469,670,6
17199,2185,34,7
17200,591,21,9
17201,4898,84,5
17202,1440,184,10
17203,1840,465,3
17204,4295,908,2
17205,4133,531,8
17206,2841,899,3
17207,1471,582,5
17208,1836,560,6
17209,21,127,5
17210,1923,577,1
17211,1603,375,10
17212,3983,25,2
17213,3506,373,2
17214,3247,201,1
17215,4797,374,2
17216,2295,267,5
17217,3761,803,2
17218,1684,461,2
17219,2292,118,9
17220,2674,911,3
17221,3834,256,5
17222,1039,979,4
17223,106,819,10
17224,2744,300,2
17225,4831,801,4
17226,3639,569,7
17227,1870,206,2
17228,1175,548,8
17229,3253,935,10
17230,3072,8,5
17231,811,115,1
17232,220,731,6
17233,2373,302,8
17234,2306,173,1
17235,2338,121,1
17236,200,521,1
17237,1978,976,3
17238,1836,642,7
17239,2401,847,6
17240,377,252,7
