invoice_item_id,invoice_id,product_id,quantity
11001,2948,367,9
11002,2279,13,4
11003,4715,18,4
11004,2580,11,2
11005,3395,788,5
11006,1941,160,2
11007,2990,2,2
11008,194,535,5
11009,2589,313,5
11010,2073,983,4
11011,238,718,2
11012,28,289,9
11013,3013,199,9
11014,2537,73,3
11015,1037,411,1
11016,3444,254,10
11017,956,228,3
11018,1146,20,1
11019,3273,173,9
11020,2983,654,2
11021,1264,696,10
11022,3045,224,7
11023,811,327,9
11024,3235,918,7
11025,1456,273,1
11026,2178,226,7
11027,1616,96,1
11028,742,471,4
11029,4319,235,9
11030,3098,623,10
11031,1349,834,8
11032,3802,767,7
11033,2972,307,8
11034,761,488,9
11035,1980,76,9
11036,126,835,4
11037,1523,299,1
11038,1755,655,8
11039,4312,541,3
11040,712,573,9
11041,4333,504,2
11042,4019,301,6
11043,4906,967,10
11044,4639,910,7
11045,609,658,10
11046,2692,301,10
11047,1149,799,4
11048,512,466,7
11049,4219,833,4
11050,3292,882,9
11051,1206,642,6
11052,1370,795,5
11053,2754,897,9
11054,1201,452,3
11055,4623,867,1
11056,4863,395,3
11057,3933,440,3
11058,806,687,3
11059,296,214,8
11060,1776,345,4
11061,3059,407,1
11062,2468,175,10
11063,1975,388,5
11064,2237,332,7
11065,2472,838,5
11066,2522,72,3
11067,939,918,4
11068,4947,153,3
11069,103,922,3
11070,1851,282,5
11071,1819,138,2
11072,2922,38,9
11073,2059,262,2
11074,1514,15,9
11075,54,329,6
11076,2276,869,8
11077,506,422,3
11078,1283,812,2
11079,2460,149,7
11080,4871,860,3
11081,2851,599,8
11082,4170,620,4
11083,4455,505,1
11084,1669,418,10
11085,4395,964,5
11086,648,171,5
11087,1895,767,4
11088,899,927,5
11089,583,381,1
11090,581,253,6
11091,4046,878,2
11092,2414,255,5
11093,160,892,7
11094,3046,892,1
11095,1098,517,1
11096,517,872,10
11097,2612,19,10
11098,4226,659,10
11099,187,75,10
11100,4908,499,7
11101,4864,493,7
11102,198,704,8
11103,2783,299,3
11104,1418,956,1
11105,2973,569,5
11106,3641,190,3
11107,939,429,1
11108,4881,261,7
11109,3843,465,3
11110,4615,506,5
11111,2216,334,2
11112,4888,688,3
11113,1183,447,6
11114,1927,271,8
11115,2585,832,4
11116,666,871,3
11117,983,964,2
11118,415,7,9
11119,4816,478,7
11120,4406,57,1
11121,4019,310,8
11122,1862,299,9
11123,4392,12,2
11124,1223,140,4
11125,11,84,1
11126,904,555,6
11127,1206,575,2
11128,2843,195,5
11129,2121,709,6
11130,1912,64,9
11131,3814,979,10
11132,4870,207,9
11133,2895,850,9
11134,3031,536,2
11135,3923,958,1
11136,330,167,4
11137,2040,123,4
11138,426,568,1
11139,132,23,2
11140,4142,23,8
11141,3449,129,4
11142,539,630,3
11143,3779,851,5
11144,4889,638,5
11145,3221,173,2
11146,1726,403,9
11147,2359,183,2
11148,1390,688,9
11149,4383,886,5
11150,1902,57,4
11151,413,941,9
11152,196,393,8
11153,2412,67,9
11154,1490,688,10
11155,3149,637,3
11156,1956,895,8
11157,2613,60,10
11158,502,374,6
11159,2227,794,2
11160,377,392,8
11161,2200,882,1
11162,1574,994,3
11163,3761,4,3
11164,2338,83,3
11165,1725,206,7
11166,1778,212,6
11167,3598,143,7
11168,3366,281,3
11169,2691,101,5
11170,3910,405,1
11171,1851,100,5
11172,1178,614,3
11173,4288,961,6
11174,2829,948,7
11175,2345,584,9
11176,4841,500,1
11177,4258,880,9
11178,1030,416,2
11179,1907,468,10
11180,927,191,5
11181,3165,596,6
11182,2453,468,10
11183,685,468,2
11184,4531,947,7
11185,939,701,1
11186,735,796,7
11187,3001,13,1
11188,751,224,3
11189,4263,687,10
11190,1024,101,6
11191,804,795,3
11192,2964,232,1
11193,19,985,10
11194,2879,430,8
11195,2550,245,4
11196,343,134,2
11197,3707,344,8
11198,694,800,6
11199,1153,512,8
11200,2039,476,9
