invoice_item_id,invoice_id,product_id,quantity
5001,1976,220,5
5002,2058,818,1
5003,2511,612,1
5004,4235,39,7
5005,3837,193,3
5006,178,833,7
5007,1118,455,9
5008,3757,427,5
5009,2323,357,1
5010,1502,705,10
5011,3397,787,3
5012,2081,42,10
5013,3856,204,8
5014,2787,668,2
5015,3921,628,10
5016,2799,779,10
5017,418,315,9
5018,2479,805,8
5019,3839,68,2
5020,4010,766,5
5021,1335,536,2
5022,4094,209,1
5023,1907,263,10
5024,2177,56,6
5025,4946,653,2
5026,4682,353,5
5027,3702,650,8
5028,1047,454,10
5029,781,986,3
5030,2548,377,6
5031,2679,988,9
5032,1475,937,2
5033,2901,892,9
5034,2458,571,8
5035,2714,497,7
5036,4943,502,9
5037,4168,943,1
5038,4672,618,2
5039,4381,954,1
5040,4754,738,1
5041,4755,796,10
5042,3697,300,10
5043,2520,676,1
5044,3159,457,4
5045,2818,147,9
5046,3862,141,5
5047,3542,121,1
5048,2129,414,10
5049,273,759,6
5050,4195,941,7
5051,2059,275,8
5052,4964,251,10
5053,4146,553,1
5054,2888,731,9
5055,712,371,8
5056,387,709,9
5057,4844,683,5
5058,874,48,6
5059,1647,917,10
5060,3502,65,7
5061,3285,562,6
5062,3915,550,5
5063,2067,487,1
5064,4826,64,10
5065,4825,752,1
5066,2563,22,4
5067,214,419,4
5068,4959,87,5
5069,4980,966,2
5070,4009,373,6
5071,704,570,2
5072,2044,903,8
5073,2781,421,5
5074,3970,113,8
5075,4231,163,8
5076,754,382,6
5077,4357,994,8
5078,1422,76,3
5079,2781,485,10
5080,604,703,2
5081,4875,818,4
5082,1025,901,5
5083,2268,855,2
5084,3854,466,2
5085,4745,82,7
5086,2064,460,6
5087,1450,388,5
5088,1229,453,3
5089,3516,885,6
5090,3480,609,3
5091,135,121,2
5092,270,609,9
5093,2471,526,8
5094,743,624,1
5095,587,446,1
5096,3094,839,7
5097,2151,63,7
5098,1875,527,10
5099,1243,402,7
5100,1836,409,4
5101,726,81,6
5102,1298,940,1
5103,4512,24,9
5104,462,148,9
5105,4878,99,8
5106,3362,240,10
5107,3881,257,4
5108,4790,295,2
5109,3548,869,3
5110,4218,66,8
5111,3797,381,9
5112,3404,467,3
5113,2167,19,9
5114,3818,800,3
5115,3652,914,10
5116,2325,826,6
5117,1622,164,10
5118,1362,720,4
5119,4726,807,5
5120,3009,620,2
5121,4298,774,5
5122,3177,295,8
5123,770,97,4
5124,1239,604,10
5125,4172,608,7
5126,3702,692,2
5127,1145,995,8
5128,1763,998,1
5129,2223,196,5
5130,3745,910,4
5131,4087,110,9
5132,4644,937,10
5133,3071,935,4
5134,1065,94,4
5135,2820,208,8
5136,4947,135,6
5137,539,996,8
5138,3078,111,1
5139,4302,813,3
5140,4836,840,4
5141,3407,911,6
5142,1823,560,6
5143,3430,925,3
5144,1115,100,8
5145,4552,765,10
5146,3314,787,2
5147,20,858,10
5148,3842,769,9
5149,496,791,7
5150,703,594,9
5151,3612,865,6
5152,1341,997,1
5153,4115,698,3
5154,1479,187,8
5155,3822,728,9
5156,3537,682,10
5157,4055,774,6
5158,1745,426,7
5159,2471,795,9
5160,4152,217,4
5161,737,134,2
5162,4295,700,9
5163,1480,115,10
5164,4047,44,8
5165,1045,471,10
5166,1019,860,6
5167,3536,504,10
5168,1999,756,3
5169,136,958,1
5170,23,519,1
5171,954,104,2
5172,986,461,10
5173,3422,742,3
5174,2386,69,5
5175,2838,616,9
5176,2092,974,7
5177,3966,329,3
5178,3339,59,2
5179,1166,687,3
5180,4807,302,3
5181,3568,759,2
5182,2893,101,1
5183,224,600,4
5184,2383,843,2
5185,2180,389,9
5186,2,320,8
5187,2356,99,8
5188,426,134,3
5189,421,781,3
5190,1616,636,9
5191,2115,819,7
5192,3924,671,1
5193,900,671,10
5194,4222,711,8
5195,4198,712,2
5196,1351,219,1
5197,2256,572,5
5198,4260,646,5
5199,1408,66,2
5200,4907,205,2
5201,4024,913,3
5202,4652,79,2
5203,3414,575,7
5204,2325,759,3
5205,810,557,2
5206,4106,755,2
5207,4318,415,9
5208,4946,162,6
5209,4211,237,6
5210,1856,634,8
5211,3695,631,7
5212,556,868,5
5213,4850,224,4
5214,2201,534,4
5215,4029,84,5
5216,1023,122,9
5217,4646,333,8
5218,4691,907,9
5219,41,146,2
5220,2593,861,10
5221,485,555,9
5222,1225,113,5
5223,1404,348,5
5224,2470,142,3
5225,1041,906,8
5226,1666,781,10
5227,4447,628,4
5228,372,274,7
5229,2426,222,10
5230,97,851,3
5231,1120,743,5
5232,3587,647,4
5233,989,511,9
5234,4395,744,9
5235,4737,499,8
5236,2789,87,7
5237,637,418,10
5238,812,711,7
5239,2345,203,2
5240,2529,724,6
5241,2869,60,3
5242,3814,362,9
5243,3239,32,5
5244,282,828,2
5245,4685,949,6
5246,3466,205,1
5247,1501,971,2
5248,1925,370,9
5249,3148,10,8
5250,94,374,4
5251,2543,96,9
5252,2567,512,3
5253,167,362,9
5254,4098,225,4
5255,1178,222,3
5256,2024,819,10
5257,2234,311,9
5258,956,398,10
5259,2375,600,9
5260,253,107,6
5261,3160,678,7
5262,4189,509,8
5263,1739,917,4
5264,1076,339,10
5265,2895,818,6
5266,4468,310,9
5267,2813,817,10
5268,3747,61,8
5269,4161,981,5
5270,2432,27,6
5271,1697,460,7
5272,3545,910,10
5273,1193,885,10
5274,2029,228,2
5275,2998,842,10
5276,4201,386,7
5277,3641,833,7
5278,2382,828,9
5279,2652,553,6
5280,326,441,3
5281,174,980,6
5282,2585,314,4
5283,4749,460,7
