invoice_item_id,invoice_id,product_id,quantity
16001,2515,398,9
16002,282,12,7
16003,503,954,3
16004,4163,822,9
16005,3627,575,9
16006,2430,781,2
16007,4701,121,8
16008,4838,120,3
16009,4678,211,7
16010,4576,485,8
16011,1567,860,8
16012,4815,391,3
16013,4545,897,2
16014,697,110,3
16015,2529,55,4
16016,4010,752,7
16017,2351,117,8
16018,2668,48,1
16019,1748,662,9
16020,1808,89,10
16021,2280,707,5
16022,1420,23,9
16023,3565,24,7
16024,2455,752,9
16025,1407,909,6
16026,2665,882,1
16027,3599,941,7
16028,2061,474,4
16029,2537,1000,5
16030,800,709,6
16031,3246,574,2
16032,1375,931,2
16033,3600,411,9
16034,4994,231,10
16035,4578,673,1
16036,742,956,8
16037,2509,428,6
16038,3606,867,6
16039,1607,660,10
16040,4685,865,4
16041,2861,645,3
16042,2,725,8
16043,2584,40,7
16044,2819,889,4
16045,1573,221,4
16046,2445,563,3
16047,2249,629,9
16048,2698,46,2
16049,439,166,1
16050,3418,60,6
16051,1942,968,8
16052,4699,340,8
16053,1927,928,3
16054,2716,679,3
16055,301,788,5
16056,3790,868,5
16057,2890,78,8
16058,782,686,2
16059,1178,302,1
16060,2445,268,6
16061,1358,472,1
16062,2113,418,1
16063,1432,810,5
16064,3113,710,3
16065,4329,894,8
16066,95,432,3
16067,2324,437,6
16068,1738,920,7
16069,1111,85,8
16070,4148,563,6
16071,2415,100,9
16072,1890,562,10
16073,124,853,10
16074,376,337,3
16075,4377,817,7
16076,3261,824,8
16077,3614,11,8
16078,951,909,4
16079,4345,350,4
16080,2409,598,1
16081,2694,332,6
16082,2993,254,7
16083,4858,739,8
16084,4462,306,6
16085,74,886,8
16086,3685,392,8
16087,188,185,10
16088,2514,856,8
16089,784,872,3
16090,4884,758,2
16091,1951,599,1
16092,3074,957,8
16093,2321,84,10
16094,1730,107,7
16095,1979,176,3
16096,4031,731,4
16097,171,797,1
16098,4974,363,4
16099,3536,167,8
16100,1775,84,9
16101,2627,508,2
16102,3501,293,8
16103,1923,380,2
16104,781,167,4
16105,386,783,4
16106,691,82,1
