invoice_item_id,invoice_id,product_id,quantity
21001,657,402,3
21002,4961,480,9
21003,3577,973,7
21004,1677,895,5
21005,3015,430,9
21006,804,779,3
21007,704,583,1
21008,2764,47,10
21009,1041,65,7
21010,3633,9,5
21011,3510,120,6
21012,1530,236,7
21013,2020,250,6
21014,1940,763,1
21015,2200,485,5
21016,3142,855,2
21017,1516,220,5
21018,2044,24,4
21019,1673,286,1
21020,612,169,4
21021,1199,428,8
21022,703,354,10
21023,3158,440,1
21024,2889,746,9
21025,4537,241,6
21026,3523,980,2
21027,1626,113,1
21028,3628,53,2
21029,1027,394,5
21030,1831,722,1
21031,2321,59,10
21032,2569,612,3
21033,2172,96,4
21034,4376,313,9
21035,4440,340,4
21036,3630,170,7
21037,2005,1000,7
21038,3573,206,8
21039,1184,84,8
21040,2830,810,5
21041,1678,890,9
21042,3489,84,10
21043,3118,520,1
21044,4598,203,4
21045,4428,202,8
21046,2969,67,2
21047,4645,352,5
21048,2162,728,2
21049,4548,337,8
21050,584,279,9
21051,2686,139,6
21052,4948,403,9
21053,1963,912,5
21054,2734,261,10
21055,2789,756,7
21056,3728,967,1
21057,2610,677,7
21058,2418,689,10
21059,4095,551,10
21060,2639,799,1
21061,2102,639,10
21062,4109,300,8
21063,1517,629,7
21064,1804,948,2
21065,3294,82,9
21066,2187,856,4
21067,1902,948,8
21068,606,479,3
21069,656,532,7
21070,4316,65,10
21071,4445,444,7
21072,2992,378,9
21073,1549,228,7
21074,3041,854,7
21075,2143,977,2
21076,4814,956,1
21077,2249,778,8
21078,657,621,3
21079,2964,492,8
21080,3476,630,3
21081,2785,733,2
21082,2714,262,6
21083,4661,242,5
21084,4179,374,3
21085,388,994,8
21086,2942,124,9
21087,1790,836,7
21088,3601,110,4
21089,2886,303,4
21090,466,126,3
21091,4964,680,6
21092,107,220,8
21093,2839,49,1
21094,4797,591,5
21095,460,74,4
21096,3414,875,8
21097,4658,307,10
21098,3811,754,3
21099,2630,319,10
21100,393,756,6
21101,3872,410,10
21102,4101,331,2
21103,3659,201,4
21104,235,964,4
21105,3004,823,4
21106,820,608,9
21107,3915,329,10
21108,4138,975,3
21109,2716,281,3
21110,2550,151,8
21111,2401,474,10
21112,1930,244,7
21113,4407,971,1
21114,1266,450,4
21115,4194,140,7
21116,753,568,10
21117,4904,650,8
21118,3427,652,3
21119,4687,81,10
21120,3863,505,7
21121,1561,212,6
21122,1964,461,8
21123,1656,765,6
21124,3378,260,4
21125,4705,595,5
21126,2520,459,4
21127,782,613,2
21128,898,558,6
21129,730,53,10
21130,4939,488,10
21131,2780,56,6
21132,520,880,8
21133,1063,25,5
21134,1021,336,7
21135,1229,663,5
21136,354,325,7
21137,607,140,8
21138,2991,14,6
21139,552,978,6
21140,4317,950,4
21141,1056,835,7
21142,3066,527,9
21143,1168,421,6
21144,4588,471,8
21145,4194,457,3
21146,1916,107,4
21147,1471,647,2
21148,2279,504,4
21149,798,744,6
21150,3379,367,10
21151,4753,54,7
21152,1724,914,1
21153,2969,795,10
21154,2495,562,2
21155,3571,222,4
21156,1016,516,6
21157,3906,154,2
21158,3270,448,1
21159,3431,589,6
21160,51,713,4
21161,2054,826,4
21162,1447,234,5
21163,2860,596,9
21164,1214,317,5
21165,3499,332,7
21166,4840,289,8
21167,1692,657,3
21168,2258,715,6
21169,1571,893,7
21170,4140,337,3
21171,2767,858,1
21172,3217,397,3
21173,3023,103,10
21174,2277,422,2
21175,4237,212,1
21176,1042,585,7
21177,4900,95,6
21178,4466,697,6
21179,2046,209,1
21180,614,867,8
21181,1236,406,9
21182,568,355,5
21183,4422,266,4
21184,995,800,8
21185,2800,326,5
21186,1482,820,10
21187,4412,469,5
21188,965,817,4
21189,3207,458,9
21190,3431,171,10
21191,2736,606,3
21192,324,825,7
21193,1433,283,9
21194,2689,245,8
21195,714,267,4
21196,3098,554,10
21197,164,114,9
21198,3799,53,7
21199,2083,893,5
21200,2103,929,9
21201,2698,159,1
21202,4678,152,1
21203,3613,533,2
21204,3243,194,6
21205,1161,38,7
21206,486,489,10
21207,2394,776,5
21208,362,795,8
21209,173,406,7
21210,778,804,4
21211,1833,288,9
21212,4028,425,5
21213,1157,998,6
21214,4349,672,2
21215,509,884,7
21216,3725,753,8
21217,4574,978,5
21218,11,725,9
21219,2272,954,4
21220,1042,704,3
21221,3624,633,2
21222,3508,717,2
21223,2606,261,5
21224,1723,173,9
21225,322,264,6
21226,561,980,3
21227,4994,351,2
21228,666,963,4
21229,1272,236,7
21230,1364,34,10
21231,3886,367,9
21232,2054,625,4
21233,323,183,5
21234,2432,258,10
21235,1034,806,5
21236,1016,342,9
21237,3761,250,8
21238,2911,956,4
21239,841,17,3
21240,1947,941,3
21241,62,472,9
21242,1337,318,4
21243,2660,786,10
21244,3938,575,10
21245,365,157,4
21246,1068,287,3
21247,1206,686,3
21248,224,611,10
21249,2972,193,5
21250,4587,560,4
21251,2765,188,5
21252,2042,248,5
21253,1328,658,2
21254,3624,308,10
21255,3075,757,2
21256,3717,218,2
21257,2794,261,10
21258,1439,834,8
21259,2256,986,2
21260,1410,187,8
21261,457,226,9
21262,2744,602,8
21263,567,104,2
21264,1860,458,9
21265,4574,314,9
21266,3514,154,9
21267,4926,470,8
21268,1001,302,5
21269,1031,990,4
21270,3427,455,8
21271,3241,327,8
21272,4241,412,1
21273,4924,57,2
21274,1107,91,5
21275,234,255,3
21276,3220,896,1
21277,4421,757,7
21278,2423,653,5
21279,3430,160,1
21280,3163,704,10
21281,4954,767,8
21282,2214,986,5
21283,4785,660,9
21284,4673,564,7
21285,3866,894,8
21286,4815,830,2
21287,1726,545,9
21288,2898,217,10
21289,3084,855,2
21290,1805,376,9
